reference plan,plan,route,vehicle,order,stop type,active,wait,time,distance,drive time,out of visit time window,out of capacity,out of vehicle time shift,out of work time,maximum achievable distance,status,eta,reference,name,street,detail,postalcode,city,country,lat,lng,comment,phone,tags,reference visit,duration,open 1,close 1,open 2,close 2,priority,tags visit,quantity[colis],operation[colis]
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARM FC-IXL2,FARM FC-IXL,chaussée d' ixelles 132,,1050,Ixelles,,50.83442,4.36517,CODE: 125874,,FARM,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARM ST CATH,FARM ST CATH,Rue du rouleau 12,,,,,50.852301,4.34814,CODE 181618,,,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARM TEST1,BRASSERIE DE LA LESSE,Rue du Treux 4,,5580,Rochefort,,50.14018,5.1636,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARM TEST2,COULEUR NATURE,Rue de l'Industrie 17/B,,1400,Nivelles,,50.5907,4.35857,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARM TEST3,Ethiquable Benelux Fair Trade Fair Taste,Rue du Parc Industriel 60,,4300,Waremme,,50.68868,5.27539,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARM TONGRES,FARM TONGRES,AVENUE GEORGES HENRI 513,,1200,woluwe saint lambert,,50.8409199,4.40151,CODE: 176169,,FARM,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARMbas,FARM BASCULE,Rue Vanderkindere 546,,1180,Uccle,,50.814585,4.365606,"2 clés, code:125874","JEAN- DAVID:0478226148, JEAN BAPTISTE : 0477896815",FARM,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARMHk2,FARM HANKAR,Chaussée de Wavre 1080,,1160,AUDERGHEM,,50.82346,4.40209,CODE: 9104,,FARM,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARMhk,FARM HANKAR,Chaussée de Wavre 1080,,1160,AUDERGHEM,,50.82346,4.40209,CODE: 9104,,FARM,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARMstCat3,FARM ST CATH,Rue du rouleau 12,,1000,Bruxelles,,50.85269,4.3483599,CODE: 181618,,FARM,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,FARMtravie,FARM PACK TRAVIE,Digue du Canal 40,,1070 Bruxel,Anderlecht,,50.83404,4.31928,,,FARM,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,GEL,TFCO GENT,François Laurentplein 35,,9000,Gent,,51.05074,3.72846,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,"TFCO,TFCO",,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,GP,TFCO GERPINNES,rue neuve 2,,6280,gerpinnes,,50.343653,4.472487,,,TFCO,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,Grsbch,GROSBUSCH,10-11 Zone d'Activités Economiques Le Triangle Vert,,5691,ellange,luxembourg,49.5135099,6.29793,,,,,0:45:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,IBM,IBM IRELAND,damastown,,,dublin,,53.41595,-6.421146,,,SELIS,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,INL,INLECOM,,"Phoenix House, 24 High St, Wanstead",E11 2AQ,London,England,51.578326,0.025578,,,SELIS,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ISL,ISL,,Universitätsallee 11,28359,Bremen,allemagne,53.10154,8.86641,"53.103856, 8.853666",,SELIS,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ISPCG30A,ISPC G 30 min,Ottergemsesteenweg - Zuid 720,,,,,51.016772,3.735706,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ISPCG30b,ISPC G 30 min,Ottergemsesteenweg - Zuid 720,,,,,51.016772,3.735706,,,,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,IvecoGB,IVECO GB,Alfons Gossetlaan 28A B3,,1702,Grimbergen,,50.87353,4.27899,,,"""""",,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,IXL18,TFCO IXL -18°c,Avenue de l'hippodrome 75,,1050,Ixelles,,50.82027,4.37682,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,IXLvid,TFCO IXL Vidanges,avenue de l'hippodrome 75,,1050,IXELLES,,50.82027,4.37682,,,TFCO,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,JET2,TFCO JETTE,Chaussée de Wemmel 10,,1090,JETTE,,50.87324,4.32529,Livraison entre 19h et 6h,,TFCO,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,JETvid,TFCO JET Vidanges,chaussée de wemmel 10,,1090,Jette,,50.87324,4.32529,fermé lundi,,TFCO,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,JOS2,JOSEPH 2,Rue du Marteau 29,,1000,Bruxelles,,50.84718,4.37234,,,Promaritime,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,KOR,TFCO KOR,Doorniksewijk 136,,8500,KORTRIJK,,50.81933,3.26903,Livraison entre 19h et 6h fermé le lundi,,TFCO,,0:15:00,,,,,,"TFCO,TFCO",,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,LEU2,TFCO LEUVEN,30 Mechelsestraat,,3000,LEUVEN,,50.88075,4.70009,fermé dimanche et lundi.,,TFCO,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,LG,TFCO LIEGE,74 Rue des Guillemins,,4000,liège,,50.628092,5.567225,fermé le lundi,,TFCO,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,LH,TFCO LH Hulpe,Chaussée de Bruxelles 2,,1310,LA Hulpe,,50.73138,4.4809,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,LINDD1,LINDD,Kleemstraat 69,,9041,Oostakker,,51.09705,3.75923,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,Maxi,MaxiPesca,Av. Antoon Van Oss 1/17,,1120,neder over hembeek,,50.9055259,4.4052518,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,NosPil1,NOS PILIFS,Trassersweg 347,,1120,Neder over heembeek,,50.90368,4.38881,,,Nos Pilifs,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,NosPil2,NOS PILIFS,Trassersweg 347,,1120,Neder over heembeek,,50.90368,4.38881,,,Nos Pilifs,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,OMLD26ha,OM LD2 6H,Quai de l' Industrie 214,,1070,Anderlecht,,50.83987,4.32004,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,OMLD26hb,OM LD2 6H,Quai de l' Industrie 214,,1070,Anderlecht,,50.83987,4.32004,,,,,6:00:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,OMLD26hc,OM LD2 6H,Quai de l' Industrie 214,,1070,Anderlecht,,50.83987,4.32004,,,,,6:00:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,OVE,TFCO OVErijse,Brusselsesteenweg 410,,3090,Overijse,,50.78654,4.50019,Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,TFCO,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,OVE2,TFCO OVErijse,Brusselsesteenweg 410,,3090,Overijse,,50.78635,4.49995,fermé le lundi,,TFCO,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,PIZZ,PIZZICATO 2,Boulevard Emile Bockstael 426,,1020,Bruxelles,,50.88397,4.34426,,,Promaritime,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,PROMA1,PROMARITIMES,Quai aux Briques 48,,1000,Bruxelles,,50.85221,4.34733,,0486/951876,Promaritime,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,PROMA2,PROMARITIMES,Quai aux Briques 48,,1000,Bruxelles,,50.85221,4.34733,,,Promaritime,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,Rob,ROB,Boulevard de la Woluwe 28,,1150,Bruxelles,,50.8373,4.43427,,,Promaritime,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,RSM,RSM,Burgemeester Oudlaan 50,,3062,Rotterdam,hollande,51.918388,4.526204,,,SELIS,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SAR,SARMED,,,,Athènes,Grèce,38.066727,23.517973,,,SELIS,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SEN1,TFCO SENEFFE,Rue Jules Bordet 167F,,7180,SENEFFE,,50.505949,4.267287,,,TFCO,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SEN2,TFCO SENEFFE,Rue Jules Bordet 167F,,7180,SENEFFE,,50.505949,4.267287,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SEN3,TFCO SENEFFE,Rue Jules Bordet 167F,,7180,SENEFFE,,50.505949,4.267287,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,TFCO,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SODBOL,Sodexo bolwerlaan,bolwerklaan 21,,1000,bruxelles,,50.8561,4.35677,,,Nos Pilifs,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SODCDR,Sodexo CDR-CESE,Rue Belliard 99-101,,1040,Bruxelles,,50.840304,4.378256,,,Nos Pilifs,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SODDRO,Sodexo Leiehome Drongen,Kloosterstraat 9,,9031,Drongen,,51.03849,3.61665,,,Nos Pilifs,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SODGLA,SODEXO Glaverbel,Avenue des Lucanes 17,,1170,Bruxelles,,50.79768,4.40323,,,Nos Pilifs,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SODPF,Sodexo Parlement federal,Rue ducale 61,,1000,bruxelles,,50.84439,4.35609,,,Nos Pilifs,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SODSOL,SODEXO SOLVAY,Rue de Ransbeek 310,,1120,neder over hembeek,,50.90113,4.40038,Hanine Lamzoudi,0473/53 31 37,Nos Pilifs,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SODswift2,Sodexo SWIFT SOLVAY,Avenue Ernest Solvay 81,,1310,La hulpe,,50.7411129,4.4822104,,0477 91 93 96,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SON,SONAE,"Lugar do Espido, Via Norte",,,Maia,portugal,41.237063,-8.640672,,,SELIS,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,STO,TFCO STOckel,Avenue Orban 227,,1150,Woluwe St Pierre,,50.8388599,4.46446,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,"TFCO,TFCO",,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,STO1,TFCO STOCkel Vidanges,Avenue Orban 227,,1150,Woluwe St Pierre,,50.8388599,4.46446,,,TFCO,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SUMY15a,SUMY 15 MIN,Avenue De Béjar,,1120,neder over hembeek,,50.911107,4.403232,,,Sumy,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SUMY15e,SUMY 15 MIN,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911114,4.403474,,,Sumy,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SUMY30b,ISPC G 30 min,Ottergemsesteenweg - Zuid 720,,,,,51.016772,3.735706,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,SUMY3HB,SUMY 1H,Avenue de Béjar 1,,1120,neder over hembeek,,50.911057,4.405019,,,,,1:00:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,Tomaat,GREET BIESBROUCK,Trieu de Wasmes 9,,7740,PECK,,50.677193,3.332704,,,"""""",,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,TOMAT,GEERT DE BIESBROUCK,Trieu de Wasmes 9,,7740,PECQ,,50.67572,3.33147,,,"""""",,,,,,,,TFCO,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,turk,TURK FOOD,Schaarbeeklei 724,,1800,vilvoorde,,50.90746,4.41384,,,"""""",,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ULBera,ULB ERASME,Route de Lennik,,1070,Anderlecht,,50.814349,4.264642,,,,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ULBfla,ULB FLAGEY,Rue de la Brasserie,,1050,Ixelles,,50.827461,4.373235,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ULBfla2,ULB FLAGEY,Rue de la Brasserie,,1050,Ixelles,,50.827461,4.373235,,,,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ULBgos,ULB GOSSELIES,Rue Adrienne Bolland 8,,6041,charleroi,,50.472271,4.466564,,,,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ULBpla,ULB PLAINE,Boulevard du Triomphe 74,,1160,Auderghem,,50.820054,4.398923,,,,,0:30:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ULBsol,ULB SOLBOSH,Avenue Adolphe Buyl 105,,1050,Ixelles,,50.815799,4.382966,Villo Station,,,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,UVO1,TFCO UVO Vidange,Chaussée de Waterloo 1223,,1180,uccle,,50.7946,4.37342,,,TFCO,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,VDK1,TFCO VDK Vidange,Rue Vanderkindere 367,,1180,UCCLE,,50.81422,4.35891,,,TFCO,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,VSM,AU VIEUX SAINT MARTIN,Place de Grand Sablon 38,,1000,Bruxelles,,50.84087,4.35443,,,Promaritime,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,WAV,TFCO WAVRE,Avenue des Princes 52,,1300,Wavre,,50.71678,4.61559,,,TFCO,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,WGH1,TFCO WGH,Avenue Georges Henri 205,,1200,Woluwé-Saint-Lambert,,50.84471,4.41684,Livraison entre 19h et 6h,,TFCO,,0:15:00,,,,,,TFCO,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,WGHvid,TFCO WGH Vidanges,Avenue Georges Henri 205,,1200,woluwe saint lambert,,50.84471,4.41684,,,TFCO,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,WOO1,TFCO WOO,Chaussée de Bruxelles 184,,1410,Waterloo,,50.7206199,4.39757,,,TFCO,,0:15:00,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,ZLC,ZLC,"C/Bari 55, Edificio Náyade 5",,50197,Zaragoza,Espagne,41.64655,-0.9722,,,SELIS,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BRASSERIE ZOUTE (BRABA),Zeewindstraat 13,,8300,Knokke,,51.35577,3.30364,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,CANTERBURRY,Avenue de l'Hippodrome 2,,1050,Ixelles,,50.82376,4.37415,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,DELACRE BOUTIQUE,Place de la Vieille Halle aux Blés 27,,1000,Bruxelles,,50.84398,4.35168,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Traiteur Loriers,Avenue du four à briques 6,,1140,Etterbeek,,50.86535,4.41421,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BELLE BULLE,Chaussée de Waterloo 677,,1180,Uccle,,50.81657,4.36654,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BIODYVINO,Schelselei 15C,,2630,Aartselaar,,51.13087,4.37302,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BIOFLORE,Rue Egide Van Ophem 40C,,1180,Uccle,,50.79275,4.33069,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Biofresh produits frais,Berkenhoekstraat 20,,2861,O.L.V.-Waver,,51.053,4.56765,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Biofresh produits secs,Legen Heirweg 51,,9890,Gavere,,50.93486,3.64291,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BIONATURELS,Doornveld 20B,,1731,Zellik,,50.8915811,4.2619825,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BIOSANO,Nijverheidsstraat 54F,,2160,Wommelgem,,51.20866,4.50783,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,CHAMPIGNON DE BRUXELLES,Rue Ropsy Chaudron 24 bte 26,,1070,Anderlecht,,50.84293,4.32913,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,COPROSAIN,"Chemin des Peupliers, 24 ",,7800,ATH,,50.6377459,3.7780171,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,DEOR FOODS,St Gerebernusstraat 4,,2440,Geel,,51.09893,4.94944,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,DISTRIBIO,venue du Port 108-110,,1000,Bruxelles,,50.86838,4.35275,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,ECODIS GRODENT,Chemin Sur le Thier 3,,B-4960,Malmedy,,50.4334599,6.01217,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,EVEIL DES SENS,Avenue du Roi Chevalier 65,,1200,Bruxelles,,50.84469,4.4172399,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,HAGOR,Remylaan 4,,3018,Wijgmaal,,50.9222899,4.7008599,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,HYGIENA,Europark Zuid-6 / G B,,9100,Sint-Niklaas,,51.16104,4.17128,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,IMWE,Avenue Ernest Renan 13,,1030,Bruxelles,,50.86698,4.3808999,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,INTERBIO,Rue de la Basse Sambre 24,,5140,Sombreffe,,50.492,4.59323,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,LEKKERS UIT HET PAJOTTENLAND,Trontingen 15,,1750,Lennik,,50.80692,4.17302,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,MANNAVITA,Zuidstraat 10,,8560,Wevelgem,,50.81101,3.2177699,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,MARMA,Esperantolaan 5/A,,3300,Tienen,,50.80388,4.92051,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,MENAGROUP,Hermanne 20,,B-6941,Tohogne,,50.40937,5.48724,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,NATURE ELEMENT,Rue Roc Saint-Nicaise 74,,7500,Tournai,,50.6049,3.38464,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,NATUR'INOV,Lambusart 24,,6220,Fleurus,,50.45492,4.54308,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,OASIS DES SAVEURS,"rue Gaston Dancôt, 41",,B-5310,Waret-la-Chaussée,,50.53797,4.91342,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,OCEBIO,Nijverheidsstraat 96,,2160,Wommelgem,,51.20961,4.5163399,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,PURASANA,Heulestraat 104,,8560,GULLEGEM.,,50.8426961,3.2163695,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,REGISANA,Boulevard de la Révision 101,,1070,Anderlecht,,50.8348299,4.3266099,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,SEMAILLE,Rue du Sabotier 16,,5340,Gesves,,50.42211,5.00539,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Solal sprl-Siège social,Rue du petit mont 8,,B-1495,Marbais (Villers-La-Ville),,50.5466,4.52309,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,SUPERSEC SPRL,Rue des Tanneurs 62,,1000,Bruxelles,,50.83968,4.34655,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,TERRA & TAVOLA,Bergensesteenweg 181,,1600,Sint-Pieters-Leeuw,,50.79769,4.2885799,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,VAJRA,Brusselsesteenweg 330,,3090,Overijse,,50.7820208,4.5113308,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,WELLNUTRIFOOD,"Drève de l'Infante, 27P3",,B-1410,Waterloo,,50.71815,4.3865299,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,EAT!,Rue royale 20,,1000,Bruxelles,,50.84441,4.36089,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,ECODAL,Slagvijver 25,,1750,Lennik,,50.8056399,4.17092,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Ferme de la sève,Rue du Gros Buisson 1,,6220,Wangenies,,50.4908,4.51896,,,FARM,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BON PLAISIR,Rue Dieudonné Lefèvre 27,,1020,Bruxelles,,50.87085,4.35006,,,FARM,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Bart Hugelierau,,,,neder over hembeek,,50.84078318,4.374956489,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Pierre Yves Farm,Rue Saint Pierre 63,,1000,bruxelles,,50.8555599,4.35625,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Traiteur Loriers,Avenue du four à briques 6,,1140,Etterbeek,,50.86535,4.41421,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,COURSIER NAMUR,Square Léopold,,5000,namur,,50.46884,4.86576,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,COURSIER MONS,Rue d'Havré   18,,7000,mons,,50.45374,3.9533,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,JOST NIVELLES,,Rue de l'Industrie 21,1400,Nivelles,,50.5877,4.32674,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,AUREX,,Brusselsesteenweg 347,1730,Kobbegem,,50.90997,4.25005,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BIONATURELS,Doornveld 20B,,,,,50.8915811,4.2619825,,,FARM,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BIOFLORE,Rue Egide Van Ophem 40C,,,,,50.79275,4.33069,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,TERRA & TAVOLA,Bergensesteenweg 181,,,,,50.79769,4.2885799,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,ECODAL,Slagvijver 25,,,,,50.8056399,4.17092,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,COPROSAIN,"Chemin des Peupliers, 24 ",,,,,50.6377459,3.7780171,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,NATURE ELEMENT,Rue Roc Saint-Nicaise 74,,,,,50.6049,3.38464,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,MANNAVITA,Zuidstraat 10,,,,,50.81101,3.2177699,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,PURASANA,Heulestraat 104,,,,,50.8426961,3.2163695,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Biofresh produits secs,Legen Heirweg 51,,,,,50.93486,3.64291,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,HYGIENA,Europark Zuid-6 / G B,,,,,51.16104,4.17128,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BIODYVINO,Schelselei 15C,,,,,51.13087,4.37302,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,Biofresh produits frais,Berkenhoekstraat 20,,,,,51.053,4.56765,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,BIOSANO,Nijverheidsstraat 54F,,,,,51.20866,4.50783,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,OCEBIO,Nijverheidsstraat 96,,,,,51.20961,4.5163399,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,DEOR FOODS,St Gerebernusstraat 4,,,,,51.09893,4.94944,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,HAGOR,Remylaan 4,,,,,50.9222899,4.7008599,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,MARMA,Esperantolaan 5/A,,,,,50.80388,4.92051,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,ECODIS GRODENT,Chemin Sur le Thier 3,,,,,50.4334599,6.01217,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,MENAGROUP,Hermanne 20,,,,,50.40937,5.48724,,,,,,,,,,,,,
,JEUDI 25.10,,,,visit,,,,,,,,,,,,,,OASIS DES SAVEURS,"rue Gaston Dancôt, 41",,,,,50.53797,4.91342,,,,,,,,,,,,,
